name,type,episodes,status,aired,premiered,broadcast,producers,licensors,studios,source,genres,duration,rating,score,ranked,popularity,favorites
Natsume Yuujinchou Shi,TV,13,Finished Airing,"Jan 3, 2012 to Mar 27, 2012",Winter 2012,Tuesdays at 01:30 (JST),"['TV Tokyo', 'Aniplex', 'Nihon Ad Systems', 'Hakusensha', 'Sony Music Entertainment']","['NIS America, Inc.']",Brain's Base,Manga,"['Slice of Life', 'Supernatural']",24 min. per ep.,PG-13 - Teens 13 or older,8.64,#75,#997,"2,009"
Shigatsu wa Kimi no Uso,TV,22,Finished Airing,"Oct 10, 2014 to Mar 20, 2015",Fall 2014,Fridays at 01:20 (JST),"['Aniplex', 'Dentsu', 'Kodansha', 'Fuji TV', 'Lawson HMV Entertainment', 'Kyoraku Industrial Holdings', 'Kansai Telecasting']",['Aniplex of America'],A-1 Pictures,Manga,"['Drama', 'Romance']",22 min. per ep.,PG-13 - Teens 13 or older,8.64,#76,#23,"86,166"
Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen,TV,12,Finished Airing,"Apr 11, 2020 to Jun 27, 2020",Spring 2020,Saturdays at 23:30 (JST),"['Aniplex', 'Mainichi Broadcasting System', 'Shueisha', 'JR East Marketing & Communications']",['Aniplex of America'],A-1 Pictures,Manga,[],24 min. per ep.,PG-13 - Teens 13 or older,8.63,#77,#97,"18,798"
Made in Abyss: Retsujitsu no Ougonkyou,TV,12,Finished Airing,"Jul 6, 2022 to Sep 28, 2022",Summer 2022,Wednesdays at 22:30 (JST),"['AT-X', 'Takeshobo', 'Kadokawa Media House', 'Cygames', 'Kadokawa', 'Global Solutions', 'Sony Music Solutions', 'IRMA LA DOUCE']",['Sentai Filmworks'],Kinema Citrus,Web manga,"['Adventure', 'Drama', 'Fantasy', 'Mystery', 'Sci-Fi']",25 min. per ep.,R - 17+ (violence & profanity),8.63,#78,#505,"6,081"
Tengen Toppa Gurren Lagann,TV,27,Finished Airing,"Apr 1, 2007 to Sep 30, 2007",Spring 2007,Sundays at 08:30 (JST),"['TV Tokyo', 'Aniplex', 'Dentsu', 'Konami', 'Half H.P Studio', 'Bandai']","['ADV Films', 'Bandai Entertainment', 'Aniplex of America']",Gainax,,"['Action', 'Adventure', 'Award Winning', 'Sci-Fi']",24 min. per ep.,PG-13 - Teens 13 or older,8.63,#80,#64,"78,506"
Shiguang Dailiren II,ONA,12,Finished Airing,"Jul 14, 2023 to Sep 22, 2023",,,"['bilibili', 'BeDream']",['add some'],LAN Studio,,"['Drama', 'Mystery', 'Supernatural', 'Suspense']",24 min. per ep.,R - 17+ (violence & profanity),8.63,#79,#1951,"1,430"
Shingeki no Kyojin Season 3,TV,12,Finished Airing,"Jul 23, 2018 to Oct 15, 2018",Summer 2018,Mondays at 00:35 (JST),"['Production I.G', 'Dentsu', 'Mainichi Broadcasting System', 'Pony Canyon', 'Kodansha', 'Techno Sound', 'Pony Canyon Enterprises']",['Funimation'],Wit Studio,Manga,"['Action', 'Drama', 'Suspense']",23 min. per ep.,R - 17+ (violence & profanity),8.62,#81,#18,"20,767"
Natsume Yuujinchou Roku,TV,11,Finished Airing,"Apr 12, 2017 to Jun 21, 2017",Spring 2017,Wednesdays at 01:35 (JST),"['TV Tokyo', 'Aniplex', 'Nihon Ad Systems', 'Hakusensha']",['add some'],Shuka,Manga,"['Slice of Life', 'Supernatural']",23 min. per ep.,PG-13 - Teens 13 or older,8.62,#82,#1285,"1,092"
Ping Pong the Animation,TV,11,Finished Airing,"Apr 11, 2014 to Jun 20, 2014",Spring 2014,Fridays at 00:50 (JST),"['Aniplex', 'Dentsu', 'Fuji TV', 'Kyoraku Industrial Holdings']",['Funimation'],Tatsunoko Production,Manga,"['Award Winning', 'Drama', 'Sports']",23 min. per ep.,PG-13 - Teens 13 or older,8.62,#83,#588,"16,014"
Death Note,TV,37,Finished Airing,"Oct 4, 2006 to Jun 27, 2007",Fall 2006,Wednesdays at 00:56 (JST),"['VAP', 'Nippon Television Network', 'Shueisha', 'D.N. Dream Partners']",['VIZ Media'],Madhouse,Manga,"['Supernatural', 'Suspense']",23 min. per ep.,R - 17+ (violence & profanity),8.62,#84,#2,"174,309"
Haikyuu!! Second Season,TV,25,Finished Airing,"Oct 4, 2015 to Mar 27, 2016",Fall 2015,Sundays at 02:58 (JST),"['Dentsu', 'Mainichi Broadcasting System', 'Movic', 'Sony Music Entertainment', 'TOHO animation', 'Shueisha']",['Sentai Filmworks'],Production I.G,Manga,[],24 min. per ep.,PG-13 - Teens 13 or older,8.62,#85,#87,"15,721"
Made in Abyss Movie 3: Fukaki Tamashii no Reimei,Movie,1,Finished Airing,"Jan 17, 2020",,,"['AT-X', 'Takeshobo', 'Kadokawa Media House', 'Cygames', 'Kanetsu Investment', 'Kadokawa', 'Global Solutions', 'Sony Music Solutions', 'IRMA LA DOUCE']",['Sentai Filmworks'],Kinema Citrus,Web manga,"['Adventure', 'Drama', 'Fantasy', 'Mystery', 'Sci-Fi']",1 hr. 45 min.,R - 17+ (violence & profanity),8.61,#86,#485,"3,609"
Jujutsu Kaisen,TV,24,Finished Airing,"Oct 3, 2020 to Mar 27, 2021",Fall 2020,Saturdays at 01:25 (JST),"['Mainichi Broadcasting System', 'TOHO animation', 'Shueisha', 'dugout', 'Sumzap']",['VIZ Media'],MAPPA,Manga,"['Action', 'Award Winning', 'Fantasy']",23 min. per ep.,R - 17+ (violence & profanity),8.6,#87,#14,"90,974"
Kenpuu Denki Berserk,TV,25,Finished Airing,"Oct 8, 1997 to Apr 1, 1998",Fall 1997,Wednesdays at 01:45 (JST),"['VAP', 'Hakusensha', 'Nippon Television Network']",['Discotek Media'],OLM,Manga,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Horror']",23 min. per ep.,R+ - Mild Nudity,8.59,#92,#311,"27,975"
Hajime no Ippo: Rising,TV,25,Finished Airing,"Oct 6, 2013 to Mar 30, 2014",Fall 2013,Sundays at 01:35 (JST),"['VAP', 'Kodansha', 'Nippon Television Network']",['add some'],Madhouse,Manga,[],22 min. per ep.,PG-13 - Teens 13 or older,8.6,#90,#932,"1,296"
Kimetsu no Yaiba Movie: Mugen Ressha-hen,Movie,1,Finished Airing,"Oct 16, 2020",,,"['Aniplex', 'Shueisha']",['Aniplex of America'],ufotable,Manga,"['Action', 'Fantasy']",1 hr. 56 min.,R - 17+ (violence & profanity),8.58,#97,#71,"13,173"
Natsume Yuujinchou San,TV,13,Finished Airing,"Jul 5, 2011 to Sep 27, 2011",Summer 2011,Tuesdays at 01:30 (JST),"['Aniplex', 'Sakura Create']","['NIS America, Inc.']",Brain's Base,Manga,"['Slice of Life', 'Supernatural']",24 min. per ep.,PG-13 - Teens 13 or older,8.57,#99,#969,"1,426"
Ookami Kodomo no Ame to Yuki,Movie,1,Finished Airing,"Jul 21, 2012",,,"['Madhouse', 'VAP', 'Dentsu', 'Yomiuri Telecasting', 'Kadokawa Shoten', 'TOHO', 'Hiroshima Television']",['Funimation'],Studio Chizu,,"['Award Winning', 'Fantasy', 'Slice of Life']",1 hr. 57 min.,PG-13 - Teens 13 or older,8.57,#100,#229,"11,410"
Kizumonogatari II: Nekketsu-hen,Movie,1,Finished Airing,"Aug 19, 2016",,,"['Aniplex', 'Kodansha']",['Aniplex of America'],Shaft,Light novel,"['Action', 'Mystery', 'Supernatural']",1 hr. 4 min.,R - 17+ (violence & profanity),8.57,#98,#508,"2,351"
Tengen Toppa Gurren Lagann Movie 2: Lagann-hen,Movie,1,Finished Airing,"Apr 22, 2009",,,['Aniplex'],['Aniplex of America'],Gainax,,"['Action', 'Sci-Fi']",2 hr. 5 min.,R+ - Mild Nudity,8.58,#96,#1121,"1,033"
Shin Evangelion Movie:||,Movie,1,Finished Airing,"Mar 8, 2021",,,['add some'],['GKIDS'],Khara,,"['Action', 'Award Winning', 'Drama', 'Sci-Fi', 'Suspense']",2 hr. 35 min.,PG-13 - Teens 13 or older,8.59,#95,#624,"7,480"
Seishun Buta Yarou wa Yumemiru Shoujo no Yume wo Minai,Movie,1,Finished Airing,"Jun 15, 2019",,,"['Aniplex', 'Tokyo MX', 'Hakuhodo DY Music & Pictures', 'Nagoya Broadcasting Network', 'BS11', 'ABC Animation', 'Kadokawa']",['Aniplex of America'],CloverWorks,Light novel,"['Drama', 'Romance', 'Supernatural']",1 hr. 30 min.,PG-13 - Teens 13 or older,8.59,#94,#284,"10,228"
Mushishi Zoku Shou: Suzu no Shizuku,Movie,1,Finished Airing,"May 16, 2015",,,"['Aniplex', 'Kodansha', 'Delfi Sound']",['add some'],Artland,Manga,"['Adventure', 'Mystery', 'Slice of Life', 'Supernatural']",47 min.,PG-13 - Teens 13 or older,8.59,#93,#1739,221
Hibike! Euphonium 3,TV,13,Currently Airing,"Apr 7, 2024 to ?",Spring 2024,Sundays at 17:00 (JST),"['Lantis', 'Pony Canyon', 'Rakuonsha', 'ABC Animation', 'Heart Company', 'Bandai Namco Music Live']",['add some'],Kyoto Animation,,[],24 min. per ep.,PG-13 - Teens 13 or older,8.6,#91,#2899,348
Cyberpunk: Edgerunners,ONA,10,Finished Airing,"Sep 13, 2022",,,['CD Projekt Red'],['add some'],Trigger,,"['Action', 'Sci-Fi']",25 min. per ep.,R+ - Mild Nudity,8.6,#89,#261,"25,411"
Suzumiya Haruhi no Shoushitsu,Movie,1,Finished Airing,"Feb 6, 2010",,,"['Kadokawa Shoten', 'Animation Do']","['Funimation', 'Bandai Entertainment']",Kyoto Animation,Light novel,"['Award Winning', 'Mystery', 'Sci-Fi', 'Supernatural']",2 hr. 41 min.,PG-13 - Teens 13 or older,8.6,#88,#357,"13,572"
JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,TV,39,Finished Airing,"Oct 6, 2018 to Jul 28, 2019",Fall 2018,Saturdays at 01:05 (JST),['Warner Bros. Japan'],['VIZ Media'],David Production,Manga,"['Action', 'Adventure', 'Supernatural']",23 min. per ep.,R - 17+ (violence & profanity),8.57,#101,#152,"31,998"
Doupo Cangqiong: San Nian Zhi Yue,ONA,13,Finished Airing,"Oct 31, 2021 to Jan 16, 2022",,,['Tencent Penguin Pictures'],['add some'],Motion Magic,,"['Action', 'Fantasy']",24 min. per ep.,PG-13 - Teens 13 or older,8.56,#102,#7295,183
Natsume Yuujinchou Go,TV,11,Finished Airing,"Oct 5, 2016 to Dec 21, 2016",Fall 2016,Wednesdays at 01:35 (JST),"['TV Tokyo', 'Aniplex', 'Nihon Ad Systems', 'Hakusensha']",['add some'],Shuka,Manga,"['Slice of Life', 'Supernatural']",23 min. per ep.,PG-13 - Teens 13 or older,8.56,#103,#1282,832
Shouwa Genroku Rakugo Shinjuu,TV,13,Finished Airing,"Jan 9, 2016 to Apr 2, 2016",Winter 2016,Saturdays at 02:25 (JST),"['Starchild Records', 'Mainichi Broadcasting System', 'Kodansha', 'DAX Production']",['add some'],Studio Deen,Manga,[],26 min. per ep.,PG-13 - Teens 13 or older,8.56,#104,#838,"5,838"
Shingeki no Kyojin,TV,25,Finished Airing,"Apr 7, 2013 to Sep 29, 2013",Spring 2013,Sundays at 01:58 (JST),"['Production I.G', 'Dentsu', 'Mainichi Broadcasting System', 'Pony Canyon', 'Kodansha', 'Pony Canyon Enterprises']",['Funimation'],Wit Studio,Manga,"['Action', 'Award Winning', 'Drama', 'Suspense']",24 min. per ep.,R - 17+ (violence & profanity),8.55,#105,#1,"172,447"
"Shinseiki Evangelion Movie: Air/Magokoro wo, Kimi ni",Movie,1,Finished Airing,"Jul 19, 1997",,,"['TV Tokyo', 'Toei Animation', 'Kadokawa Shoten', 'Movic', 'Sega', 'TV Tokyo Music', 'King Records', 'Audio Tanaka']",['GKIDS'],Gainax,,"['Action', 'Avant Garde', 'Drama', 'Sci-Fi', 'Suspense']",1 hr. 26 min.,R+ - Mild Nudity,8.55,#106,#174,"29,206"
JoJo no Kimyou na Bouken Part 6: Stone Ocean Part 3,ONA,14,Finished Airing,"Dec 1, 2022",,,['Warner Bros. Japan'],['add some'],David Production,Manga,"['Action', 'Adventure', 'Supernatural']",24 min. per ep.,R - 17+ (violence & profanity),8.55,#110,#1179,"2,928"
Haikyuu!! To the Top Part 2,TV,12,Finished Airing,"Oct 3, 2020 to Dec 19, 2020",Fall 2020,Saturdays at 02:25 (JST),"['Dentsu', 'Mainichi Broadcasting System', 'Movic', 'Sony Music Entertainment', 'TOHO animation', 'Shueisha']",['Sentai Filmworks'],Production I.G,Manga,[],23 min. per ep.,PG-13 - Teens 13 or older,8.55,#109,#225,"6,179"
Kimi no Suizou wo Tabetai,Movie,1,Finished Airing,"Sep 1, 2018",,,"['Aniplex', 'ABC Animation']",['Aniplex of America'],Studio VOLN,,"['Drama', 'Romance']",1 hr. 48 min.,PG-13 - Teens 13 or older,8.55,#111,#161,"20,899"
Nana,TV,47,Finished Airing,"Apr 5, 2006 to Mar 28, 2007",Spring 2006,Wednesdays at 23:25 (JST),"['VAP', 'Nippon Television Network', 'Shueisha']","['VIZ Media', 'Sentai Filmworks']",Madhouse,Manga,"['Drama', 'Romance']",22 min. per ep.,R+ - Mild Nudity,8.55,#112,#306,"30,328"
Perfect Blue,Movie,1,Finished Airing,"Feb 28, 1998",,,"['Rex Entertainment', 'ONIRO']",['GKIDS'],Madhouse,,"['Avant Garde', 'Drama', 'Horror', 'Suspense']",1 hr. 21 min.,R+ - Mild Nudity,8.55,#113,#285,"19,422"
Slam Dunk,TV,101,Finished Airing,"Oct 16, 1993 to Mar 23, 1996",Fall 1993,Saturdays at 19:30 (JST),['TV Asahi'],['Geneon Entertainment USA'],Toei Animation,Manga,[],23 min. per ep.,PG-13 - Teens 13 or older,8.54,#114,#801,"7,326"
Zoku Natsume Yuujinchou,TV,13,Finished Airing,"Jan 6, 2009 to Mar 31, 2009",Winter 2009,Tuesdays at 01:00 (JST),"['Aniplex', 'Nihon Ad Systems']","['NIS America, Inc.']",Brain's Base,Manga,"['Slice of Life', 'Supernatural']",24 min. per ep.,PG-13 - Teens 13 or older,8.54,#115,#987,"1,433"
Fruits Basket 2nd Season,TV,25,Finished Airing,"Apr 7, 2020 to Sep 22, 2020",Spring 2020,Tuesdays at 01:30 (JST),"['TV Tokyo', 'TV Osaka', 'Nihon Ad Systems', 'Hakusensha', 'Avex Pictures', 'TMS Music', '8PAN']",['Funimation'],TMS Entertainment,Manga,"['Drama', 'Romance', 'Supernatural']",23 min. per ep.,PG-13 - Teens 13 or older,8.54,#116,#433,"6,080"
Bakuman. 3rd Season,TV,25,Finished Airing,"Oct 6, 2012 to Mar 30, 2013",Fall 2012,Unknown,"['NHK', 'Shueisha']",['add some'],J.C.Staff,Manga,"['Comedy', 'Drama', 'Romance']",24 min. per ep.,PG-13 - Teens 13 or older,8.53,#117,#726,"2,957"
Mushishi: Hihamukage,TV Special,1,Finished Airing,"Jan 4, 2014",,,"['Aniplex', 'Kodansha', 'Delfi Sound']",['add some'],Artland,Manga,"['Adventure', 'Mystery', 'Slice of Life', 'Supernatural']",45 min.,PG-13 - Teens 13 or older,8.53,#118,#1632,193
Steins;Gate 0,TV,23,Finished Airing,"Apr 12, 2018 to Sep 27, 2018",Spring 2018,Thursdays at 01:35 (JST),"['Frontier Works', 'Movic', 'Kadokawa']",['Funimation'],White Fox,,"['Drama', 'Sci-Fi', 'Suspense']",23 min. per ep.,PG-13 - Teens 13 or older,8.53,#119,#198,"11,881"
Shoujo☆Kageki Revue Starlight Movie,Movie,1,Finished Airing,"Jun 4, 2021",,,['Bushiroad'],['Sentai Filmworks'],Kinema Citrus,,[],2 hr.,PG-13 - Teens 13 or older,8.52,#120,#4891,860
Sora yori mo Tooi Basho,TV,13,Finished Airing,"Jan 2, 2018 to Mar 27, 2018",Winter 2018,Tuesdays at 20:30 (JST),"['Movic', 'AT-X', 'Sony Music Communications', 'Docomo Anime Store', 'Kadokawa Media House', 'Kadokawa', 'NewGin', 'Crunchyroll SC Anime Fund']",['add some'],Madhouse,,"['Adventure', 'Comedy', 'Drama']",23 min. per ep.,PG-13 - Teens 13 or older,8.52,#121,#441,"14,124"
Spy x Family,TV,12,Finished Airing,"Apr 9, 2022 to Jun 25, 2022",Spring 2022,Saturdays at 23:00 (JST),"['TV Tokyo', 'Shogakukan-Shueisha Productions', 'TOHO animation', 'Shueisha']",['Funimation'],Wit Studio,Manga,"['Action', 'Award Winning', 'Comedy']",24 min. per ep.,PG-13 - Teens 13 or older,8.52,#122,#69,"39,345"
Gintama Movie 1: Shinyaku Benizakura-hen,Movie,1,Finished Airing,"Apr 24, 2010",,,"['TV Tokyo', 'Aniplex', 'Dentsu', 'Bandai', 'Warner Bros. Japan', 'Shueisha']",['Sentai Filmworks'],Sunrise,Manga,"['Action', 'Comedy', 'Sci-Fi']",1 hr. 35 min.,R - 17+ (violence & profanity),8.52,#124,#1435,618
Yuru Camp△ Season 2,TV,13,Finished Airing,"Jan 7, 2021 to Apr 1, 2021",Winter 2021,Thursdays at 23:00 (JST),"['Half H.P Studio', 'MAGES.', 'DeNA']",['add some'],C-Station,Manga,[],23 min. per ep.,PG-13 - Teens 13 or older,8.52,#123,#1081,"3,061"
Hotaru no Haka,Movie,1,Finished Airing,"Apr 16, 1988",,,['add some'],"['ADV Films', 'Central Park Media', 'Sentai Filmworks']",Studio Ghibli,,[],1 hr. 28 min.,PG-13 - Teens 13 or older,8.52,#126,#301,"8,136"
Gintama.: Porori-hen,TV,13,Finished Airing,"Oct 2, 2017 to Dec 25, 2017",Fall 2017,Mondays at 01:35 (JST),"['TV Tokyo', 'Aniplex', 'Dentsu', 'Shueisha']",['add some'],Bandai Namco Pictures,Manga,"['Action', 'Comedy', 'Sci-Fi']",23 min. per ep.,PG-13 - Teens 13 or older,8.52,#125,#1192,914
Kara no Kyoukai Movie 5: Mujun Rasen,Movie,1,Finished Airing,"Aug 16, 2008",,,['Notes'],['Aniplex of America'],ufotable,Light novel,"['Action', 'Drama', 'Mystery', 'Romance', 'Supernatural', 'Suspense']",1 hr. 54 min.,R - 17+ (violence & profanity),8.52,#127,#1016,"4,591"
Ousama Ranking,TV,23,Finished Airing,"Oct 15, 2021 to Mar 25, 2022",Fall 2021,Fridays at 00:55 (JST),"['Aniplex', 'Dentsu', 'Fuji TV', 'Kadokawa', 'Bandai Spirits']",['Funimation'],Wit Studio,Web manga,"['Adventure', 'Fantasy']",22 min. per ep.,PG-13 - Teens 13 or older,8.51,#129,#329,"12,710"
Koukaku Kidoutai: Stand Alone Complex 2nd GIG,TV,26,Finished Airing,"Jan 1, 2004 to Jan 8, 2005",Winter 2004,Unknown,"['Bandai Visual', 'Dentsu', 'Victor Entertainment', 'Kodansha', 'Tokuma Shoten', 'Nippon Television Network']","['Bandai Entertainment', 'Manga Entertainment']",Production I.G,Manga,"['Action', 'Mystery', 'Sci-Fi']",25 min. per ep.,R - 17+ (violence & profanity),8.52,#128,#1073,"3,160"
Samurai Champloo,TV,26,Finished Airing,"May 20, 2004 to Mar 19, 2005",Spring 2004,Saturdays at 10:30 (JST),"['Victor Entertainment', 'Fuji TV', 'Barnum Studio', 'Tokuma Shoten', 'flying DOG']","['Funimation', 'Geneon Entertainment USA']",Manglobe,,"['Action', 'Adventure', 'Comedy']",24 min. per ep.,R - 17+ (violence & profanity),8.51,#130,#109,"38,079"
Chainsaw Man,TV,12,Finished Airing,"Oct 12, 2022 to Dec 28, 2022",Fall 2022,Wednesdays at 00:00 (JST),['dugout'],['add some'],MAPPA,Manga,"['Action', 'Fantasy']",24 min. per ep.,R - 17+ (violence & profanity),8.5,#133,#73,"47,265"
Shingeki no Kyojin Season 2,TV,12,Finished Airing,"Apr 1, 2017 to Jun 17, 2017",Spring 2017,Saturdays at 22:00 (JST),"['Production I.G', 'Dentsu', 'Mainichi Broadcasting System', 'Pony Canyon', 'Kodansha', 'Techno Sound', 'Pony Canyon Enterprises']",['Funimation'],Wit Studio,Manga,"['Action', 'Drama', 'Suspense']",24 min. per ep.,R - 17+ (violence & profanity),8.51,#131,#12,"21,632"
Mob Psycho 100,TV,12,Finished Airing,"Jul 11, 2016 to Sep 27, 2016",Summer 2016,Tuesdays at 00:00 (JST),"['Warner Bros. Japan', 'KlockWorx', 'BS Fuji', 'Hakuhodo DY Music & Pictures', 'Shogakukan']","['Funimation', 'Crunchyroll']",Bones,Web manga,"['Action', 'Comedy', 'Supernatural']",24 min. per ep.,PG-13 - Teens 13 or older,8.49,#135,#30,"48,459"
Uchuu Kyoudai,TV,99,Finished Airing,"Apr 1, 2012 to Mar 22, 2014",Spring 2012,Sundays at 07:00 (JST),"['Yomiuri Telecasting', 'Trinity Sound']",['Sentai Filmworks'],A-1 Pictures,Manga,[],24 min. per ep.,PG-13 - Teens 13 or older,8.49,#138,#1233,"3,850"
Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari,Movie,1,Finished Airing,"Oct 26, 2013",,,"['Aniplex', 'Mainichi Broadcasting System', 'Movic', 'Nitroplus', 'Houbunsha']",['Aniplex of America'],Shaft,,"['Award Winning', 'Drama', 'Fantasy', 'Suspense']",1 hr. 56 min.,PG-13 - Teens 13 or older,8.48,#145,#614,"8,882"
Yuu☆Yuu☆Hakusho,TV,112,Finished Airing,"Oct 10, 1992 to Jan 7, 1995",Fall 1992,Unknown,"['Yomiko Advertising', 'Fuji TV']",['Funimation'],Pierrot,Manga,"['Action', 'Fantasy']",23 min. per ep.,PG-13 - Teens 13 or older,8.46,#150,#291,"23,015"
Gintama: The Semi-Final,Special,2,Finished Airing,"Jan 15, 2021 to Jan 20, 2021",,,['add some'],['add some'],Bandai Namco Pictures,Manga,"['Action', 'Comedy']",24 min. per ep.,PG-13 - Teens 13 or older,8.46,#149,#2444,252
Chihayafuru 3,TV,24,Finished Airing,"Oct 23, 2019 to Mar 25, 2020",Fall 2019,Wednesdays at 01:29 (JST),"['Kodansha', 'Nippon Television Network', 'TC Entertainment', 'Nippon Television Music', 'FBC']",['Sentai Filmworks'],Madhouse,Manga,"['Drama', 'Sports']",22 min. per ep.,PG-13 - Teens 13 or older,8.46,#148,#1619,"1,562"
Banana Fish,TV,24,Finished Airing,"Jul 6, 2018 to Dec 21, 2018",Summer 2018,Fridays at 00:55 (JST),"['Aniplex', 'Dentsu', 'Movic', 'Fuji TV', 'Shogakukan']",['add some'],MAPPA,Manga,"['Action', 'Adventure', 'Drama', 'Suspense']",22 min. per ep.,R - 17+ (violence & profanity),8.47,#147,#201,"30,311"
Rainbow: Nisha Rokubou no Shichinin,TV,26,Finished Airing,"Apr 7, 2010 to Sep 29, 2010",Spring 2010,Wednesdays at 00:59 (JST),"['VAP', 'Nippon Television Network']","['Funimation', 'Discotek Media']",Madhouse,Manga,"['Drama', 'Suspense']",22 min. per ep.,R - 17+ (violence & profanity),8.47,#146,#585,"8,426"
Kono Subarashii Sekai ni Shukufuku wo! 3,TV,11,Currently Airing,"Apr 10, 2024 to Jun 19, 2024",Spring 2024,Wednesdays at 23:30 (JST),"['Half H.P Studio', 'Nippon Columbia', '81 Produce', 'Sammy', 'Kadokawa']",['add some'],Drive,Light novel,"['Adventure', 'Comedy', 'Fantasy']",23 min. per ep.,PG-13 - Teens 13 or older,8.48,#144,#662,"4,276"
Fate/stay night Movie: Heaven's Feel - II. Lost Butterfly,Movie,1,Finished Airing,"Jan 12, 2019",,,"['Aniplex', 'Notes', 'Kadokawa']",['Aniplex of America'],ufotable,,"['Action', 'Fantasy', 'Supernatural']",1 hr. 57 min.,R - 17+ (violence & profanity),8.48,#143,#597,"3,472"
Aria the Origination,TV,13,Finished Airing,"Jan 8, 2008 to Apr 1, 2008",Winter 2008,Tuesdays at 02:00 (JST),"['Production I.G', 'TV Tokyo', 'Media Factory', 'Shochiku', 'Mag Garden']",['Nozomi Entertainment'],HAL Film Maker,Manga,"['Fantasy', 'Sci-Fi', 'Slice of Life']",24 min. per ep.,G - All Ages,8.48,#142,#1733,"4,153"
Summertime Render,TV,25,Finished Airing,"Apr 15, 2022 to Sep 30, 2022",Spring 2022,Fridays at 00:00 (JST),"['Shogakukan-Shueisha Productions', 'Movic', 'MAGES.', 'Tokyo MX', 'Shueisha', ""Toy's Factory"", 'Bandai Spirits']",['add some'],OLM,Manga,"['Mystery', 'Supernatural', 'Suspense']",23 min. per ep.,R - 17+ (violence & profanity),8.48,#140,#420,"9,018"
Yakusoku no Neverland,TV,12,Finished Airing,"Jan 10, 2019 to Mar 29, 2019",Winter 2019,Fridays at 00:55 (JST),"['Aniplex', 'Dentsu', 'Fuji TV', 'Shueisha', 'CA-Cygames Anime Fund']",['Aniplex of America'],CloverWorks,Manga,"['Fantasy', 'Mystery', 'Sci-Fi', 'Suspense']",22 min. per ep.,R - 17+ (violence & profanity),8.49,#139,#38,"32,456"
Pluto,ONA,8,Finished Airing,"Oct 26, 2023",,,"['Genco', 'Tezuka Productions', 'NetEase']",['add some'],Studio M2,Manga,"['Action', 'Mystery', 'Sci-Fi', 'Suspense']",1 hr. 1 min. per ep.,PG-13 - Teens 13 or older,8.49,#137,#1469,"2,030"
Ansatsu Kyoushitsu 2nd Season,TV,25,Finished Airing,"Jan 8, 2016 to Jul 1, 2016",Winter 2016,Fridays at 01:25 (JST),"['Dentsu', 'Studio Hibari', 'Fuji TV', 'DAX Production', 'Avex Pictures', 'Shueisha', 'Kansai Telecasting']",['Funimation'],Lerche,Manga,"['Action', 'Comedy']",23 min. per ep.,PG-13 - Teens 13 or older,8.48,#141,#85,"17,666"
One Punch Man,TV,12,Finished Airing,"Oct 5, 2015 to Dec 21, 2015",Fall 2015,Mondays at 01:05 (JST),"['TV Tokyo', 'Bandai Visual', 'Lantis', 'Asatsu DK', 'Banpresto', 'Good Smile Company', 'Shueisha', 'JR East Marketing & Communications']",['VIZ Media'],Madhouse,Web manga,"['Action', 'Comedy']",24 min. per ep.,R - 17+ (violence & profanity),8.49,#136,#4,"64,591"
JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,TV,39,Finished Airing,"Apr 2, 2016 to Dec 24, 2016",Spring 2016,Saturdays at 00:30 (JST),['Warner Bros. Japan'],['VIZ Media'],David Production,Manga,"['Action', 'Adventure', 'Supernatural']",23 min. per ep.,R - 17+ (violence & profanity),8.5,#134,#128,"39,849"
Tian Guan Cifu Special,ONA,1,Finished Airing,"Feb 16, 2021",,,['bilibili'],['add some'],Haoliners Animation League,,"['Action', 'Adventure', 'Drama', 'Fantasy']",21 min.,PG-13 - Teens 13 or older,8.5,#132,#3155,487
